total_runs,balls_faced,fours,sixes,innings_played,strike_rate,batting_average,balls_bowled,runs_conceded,wickets,matches_bowled,overs_bowled,economy_rate,bowling_average,player,batting_score,bowling_score,performance_score,auction_value_lakhs,predicted_value,value_ratio
16.0,24.0,0.0,0.0,3.0,66.66666666666666,5.333333333333333,17.0,49.0,0.0,3.0,2.8333333333333335,17.294117647058822,49.0,CK Kapugedera,49.33333333333333,65.41176470588235,114.74509803921568,20.0,122.68970588588756,0.9352463371779448
8.0,9.0,0.0,1.0,2.0,88.88888888888889,4.0,165.0,199.0,13.0,7.0,27.5,7.236363636363636,15.307692307692308,CK Langeveldt,54.44444444444444,345.5272727272727,399.97171717171716,527.7143627309113,582.4181266132077,0.6867432500728882
971.0,774.0,76.0,38.0,45.0,125.45219638242895,21.57777777777778,46.0,86.0,1.0,6.0,7.666666666666667,11.217391304347826,86.0,CL White,1185.7260981912145,97.56521739130434,1283.2913155825188,1838.4846531092944,1865.4508810911127,0.6879255458240287
169.0,158.0,17.0,6.0,13.0,106.9620253164557,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM Gautam,251.48101265822785,100.0,351.4810126582279,204.54456877066826,360.56874404286356,0.9747961199222656
83.0,40.0,6.0,8.0,6.0,207.50000000000003,13.833333333333334,143.0,192.0,7.0,8.0,23.833333333333332,8.055944055944057,27.428571428571427,CR Brathwaite,208.75,223.8881118881119,432.6381118881119,714.246004152197,680.5782949809486,0.6356919036041587
4.0,3.0,0.0,0.0,2.0,133.33333333333331,2.0,249.0,306.0,17.0,10.0,41.5,7.373493975903615,18.0,CRD Fernando,70.66666666666666,425.2530120481928,495.9196787148594,801.4371939761131,736.6650618988632,0.6731956005033727
3.0,8.0,0.0,0.0,1.0,37.5,3.0,50.0,88.0,2.0,3.0,8.333333333333334,10.559999999999999,44.0,D Kalyankrishna,21.75,118.88,140.63,212.07241902401498,238.7707309476509,0.5889750366046009
33.0,24.0,5.0,0.0,3.0,137.5,11.0,51.0,80.0,1.0,5.0,8.5,9.411764705882353,80.0,D Salunkhe,106.75,101.17647058823529,207.9264705882353,260.16774646255,302.55841527125756,0.6872275239867965
127.0,94.0,12.0,4.0,8.0,135.1063829787234,15.875,289.0,409.0,16.0,14.0,48.166666666666664,8.491349480968859,25.5625,D Wiese,214.5531914893617,403.01730103806227,617.570492527424,614.2936617664818,704.5084358855387,0.8765977255491098
10.0,13.0,0.0,0.0,1.0,76.92307692307693,10.0,43.0,56.0,4.0,2.0,7.166666666666667,7.813953488372093,14.0,D du Preez,48.46153846153847,164.37209302325581,212.8336314847943,226.50622890125663,303.3317134894975,0.7016530814941097
1480.0,1053.0,100.0,74.0,60.0,140.55080721747387,24.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DA Miller,1798.275403608737,100.0,1898.275403608737,2771.8511337851555,2892.759746667652,0.6562160600428284
3373.0,2440.0,338.0,134.0,100.0,138.2377049180328,33.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DA Warner,4048.1188524590166,100.0,4148.118852459016,6045.291542553033,6160.049597575775,0.6733904957667007
12.0,9.0,1.0,0.0,1.0,133.33333333333331,12.0,25.0,32.0,3.0,1.0,4.166666666666667,7.68,10.666666666666666,DAJ Bracewell,79.66666666666666,144.64,224.30666666666664,300.899596862105,309.65388921916315,0.7243786513784413
304.0,267.0,23.0,16.0,22.0,113.85767790262172,13.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DB Das,415.92883895131087,100.0,515.9288389513108,862.978715583212,802.8003310174344,0.6426614676372205
375.0,325.0,35.0,9.0,25.0,115.38461538461537,15.0,18.0,28.0,1.0,2.0,3.0,9.333333333333334,28.0,DB Ravi Teja,485.6923076923077,101.33333333333333,587.025641025641,1296.4062426780347,1116.4559730611734,0.5257938111218976
21.0,23.0,1.0,1.0,4.0,91.30434782608695,5.25,600.0,716.0,37.0,27.0,100.0,7.16,19.35135135135135,DE Bollinger,69.65217391304347,825.6800000000001,895.3321739130436,1381.4893171392482,1329.6744518373484,0.6733469028271324
170.0,142.0,23.0,2.0,17.0,119.71830985915493,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DH Yagnik,256.85915492957747,100.0,356.85915492957747,592.0736492218996,572.596499022645,0.6232297185517098
1262.0,1032.0,102.0,48.0,81.0,122.28682170542635,15.580246913580247,2110.0,2815.0,122.0,103.0,351.6666666666667,8.004739336492891,23.07377049180328,DJ Bravo,1521.1434108527133,2523.990521327014,4045.1339321797273,6051.287003019546,5494.820725759752,0.7361721399237131
111.0,103.0,11.0,5.0,4.0,107.76699029126213,27.75,18.0,26.0,0.0,2.0,3.0,8.666666666666666,26.0,DJ Harris,185.88349514563106,82.66666666666667,268.55016181229774,20.0,150.2388996969381,1.7874875438652515
295.0,224.0,15.0,16.0,24.0,131.69642857142858,12.291666666666666,177.0,228.0,4.0,13.0,29.5,7.728813559322034,57.0,DJ Hooda,407.8482142857143,164.54237288135593,572.3905871670702,852.7400802145073,798.7910990479326,0.7165710632595859
1322.0,1101.0,90.0,60.0,61.0,120.07266121707538,21.672131147540984,323.0,485.0,8.0,26.0,53.833333333333336,9.009287925696594,60.625,DJ Hussey,1592.0363306085376,241.9814241486068,1834.0177547571443,2764.306237157507,3034.337043703497,0.6044212387555576
92.0,101.0,10.0,4.0,7.0,91.0891089108911,13.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DJ Jacobs,155.54455445544556,100.0,255.54455445544556,926.4144293650168,354.34237816738363,0.7211797690614693
1.0,3.0,0.0,0.0,1.0,33.33333333333333,1.0,84.0,108.0,4.0,6.0,14.0,7.714285714285714,27.0,DJ Muthuswami,17.666666666666664,164.57142857142856,182.2380952380952,230.94524297492435,272.24542314139495,0.6693890135425601
39.0,54.0,2.0,2.0,4.0,72.22222222222221,9.75,44.0,40.0,3.0,4.0,7.333333333333333,5.454545454545455,13.333333333333334,DJ Thornely,81.11111111111111,149.0909090909091,230.2020202020202,411.7884303287288,418.68967484393744,0.5498153740901918
295.0,251.0,15.0,18.0,20.0,117.52988047808766,14.75,244.0,354.0,11.0,19.0,40.666666666666664,8.704918032786885,32.18181818181818,DJG Sammy,404.7649402390438,302.59016393442624,707.3551041734701,1053.3793774198307,1024.5973591906977,0.6903737334753538
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,42.0,0.0,2.0,5.5,7.636363636363637,42.0,DL Chahar,0.0,84.72727272727272,84.72727272727272,20.0,171.29948560248837,0.49461486956176787
121.0,118.0,11.0,2.0,16.0,102.54237288135593,7.5625,785.0,894.0,28.0,34.0,130.83333333333334,6.83312101910828,31.928571428571427,DL Vettori,187.27118644067798,646.3337579617835,833.6049444024615,1502.377907849028,1468.0858403870038,0.5678175767860508
11.0,9.0,1.0,0.0,2.0,122.22222222222223,5.5,69.0,100.0,2.0,3.0,11.5,8.695652173913043,50.0,DNT Zoysa,73.11111111111111,122.6086956521739,195.71980676328502,459.3665086085938,452.27651745186444,0.43274368491641924
4.0,13.0,0.0,0.0,2.0,30.76923076923077,2.0,689.0,815.0,28.0,29.0,114.83333333333333,7.097242380261249,29.107142857142858,DP Nannes,19.384615384615387,645.8055152394775,665.1901306240928,1172.1925544134679,1109.2462768481369,0.5996775869414631
1.0,1.0,0.0,0.0,1.0,100.0,1.0,159.0,205.0,4.0,9.0,26.5,7.735849056603773,51.25,DP Vijaykumar,51.0,164.52830188679246,215.52830188679246,122.78997702494718,190.59440025121182,1.1308217954080322
1808.0,1522.0,200.0,40.0,78.0,118.7910643889619,23.17948717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPMD Jayawardene,2147.395532194481,100.0,2247.395532194481,3680.3825136918617,3703.5120001123564,0.6068282031018936
19.0,26.0,1.0,0.0,1.0,73.07692307692307,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DR Martyn,56.53846153846153,100.0,156.53846153846155,20.0,124.33633306708627,1.2589921037320642
2146.0,1645.0,213.0,109.0,77.0,130.45592705167172,27.87012987012987,475.0,674.0,24.0,37.0,79.16666666666667,8.513684210526316,28.083333333333332,DR Smith,2642.227963525836,562.9726315789474,3205.200595104783,4937.191615643761,4752.444989775693,0.6744319191490659
89.0,99.0,6.0,2.0,15.0,89.8989898989899,5.933333333333334,1367.0,1745.0,73.0,66.0,227.83333333333334,7.659107534747622,23.904109589041095,DS Kulkarni,143.94949494949495,1544.6817849305048,1688.6312798799997,3015.9003340119207,2715.657318053501,0.6218130942568109
18.0,19.0,3.0,0.0,2.0,94.73684210526315,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DS Lehmann,68.36842105263158,100.0,168.36842105263156,34.1583877210787,138.1213678439326,1.218988949218024
341.0,299.0,17.0,13.0,22.0,114.0468227424749,15.5,498.0,653.0,19.0,23.0,83.0,7.867469879518072,34.36842105263158,DT Christian,441.02341137123744,464.26506024096386,905.2884716122013,1233.0749295486135,1197.5087340583318,0.7559765084503374
13.0,13.0,1.0,0.0,2.0,100.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DT Patil,64.0,100.0,164.0,267.97121294350154,291.5987900485595,0.5624165997831793
166.0,161.0,14.0,3.0,32.0,103.1055900621118,5.1875,2159.0,2375.0,92.0,90.0,359.8333333333333,6.6002779064381665,25.815217391304348,DW Steyn,237.5527950310559,1926.7994441871238,2164.3522392181794,3135.5216425747926,3118.8869005424513,0.693950216290865
789.0,663.0,66.0,32.0,41.0,119.00452488687783,19.24390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJG Morgan,978.5022624434389,100.0,1078.502262443439,1275.861875995622,1437.6095830590236,0.750205254022127
24.0,15.0,2.0,2.0,2.0,160.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ER Dwivedi,110.0,100.0,210.0,330.1168197061656,277.61554458881403,0.7564417918709785
14.0,13.0,2.0,0.0,3.0,107.6923076923077,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F Behardien,69.84615384615384,100.0,169.84615384615384,20.55165548140988,285.36259219795585,0.5951941792298119
1287.0,1036.0,109.0,38.0,45.0,124.22779922779922,28.6,6.0,16.0,0.0,1.0,1.0,16.0,16.0,F du Plessis,1534.1138996138995,68.0,1602.1138996138995,2507.5888885793165,2389.5828516687952,0.6704575647984096
4.0,5.0,0.0,0.0,2.0,80.0,2.0,150.0,160.0,5.0,6.0,25.0,6.4,32.0,FH Edwards,44.0,187.2,231.2,144.08460700964312,226.79296198122447,1.0194319875726143
183.0,179.0,22.0,1.0,11.0,102.23463687150837,16.636363636363637,12.0,20.0,0.0,2.0,2.0,10.0,20.0,FY Fazal,258.1173184357542,80.0,338.1173184357542,848.9067590749394,712.6400383033963,0.47445737014821726
3634.0,3028.0,422.0,51.0,130.0,120.01321003963012,27.953846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G Gambhir,4218.006605019815,100.0,4318.006605019815,6304.3175930844245,6108.8255702309425,0.7068472581803598
22.0,22.0,1.0,0.0,4.0,100.0,5.5,466.0,585.0,23.0,21.0,77.66666666666667,7.532188841201716,25.434782608695652,GB Hogg,73.0,544.9356223175965,617.9356223175965,855.8950519330151,961.2935822827847,0.6428167561986468
739.0,691.0,94.0,9.0,29.0,106.9464544138929,25.482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GC Smith,904.4732272069465,100.0,1004.4732272069465,1686.0747697335114,1635.1468032401854,0.614301557032369
4.0,5.0,1.0,0.0,2.0,80.0,2.0,329.0,366.0,12.0,14.0,54.833333333333336,6.674772036474164,30.5,GD McGrath,45.0,326.65045592705167,371.65045592705167,286.09373164994713,374.3996180077306,0.9926571450705322
280.0,323.0,23.0,1.0,21.0,86.687306501548,13.333333333333334,37.0,39.0,1.0,5.0,6.166666666666667,6.324324324324324,39.0,GH Vihari,348.34365325077397,107.35135135135135,455.6950046021253,733.6930558184689,713.629518170635,0.6385596349353428
663.0,552.0,59.0,19.0,36.0,120.1086956521739,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GJ Bailey,820.054347826087,100.0,920.054347826087,1668.2814051690877,1524.4122409160818,0.603546942966811
919.0,594.0,76.0,56.0,42.0,154.7138047138047,21.88095238095238,219.0,357.0,4.0,25.0,36.5,9.780821917808218,89.25,GJ Maxwell,1184.3569023569023,160.43835616438355,1344.7952585212859,1662.7736942406098,1756.7102265956742,0.765519115310988
15.0,16.0,1.0,0.0,1.0,93.75,15.0,24.0,28.0,1.0,1.0,4.0,7.0,28.0,GR Napier,62.875,106.0,168.875,294.02072129557257,293.0491117894124,0.5762685952836295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,1.0,2.0,8.0,10.75,86.0,GS Sandhu,0.0,98.5,98.5,205.04916702859552,176.36419305564064,0.55850339172263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,142.0,3.0,4.0,14.0,10.142857142857142,47.333333333333336,Gagandeep Singh,0.0,139.71428571428572,139.71428571428572,381.9483627439996,378.9469699283267,0.36869086389768735
342.0,280.0,36.0,9.0,24.0,122.14285714285715,14.25,82.0,97.0,5.0,6.0,13.666666666666666,7.097560975609756,19.4,Gurkeerat Singh,457.07142857142856,185.8048780487805,642.8763066202091,691.5905745583865,776.469118114038,0.8279483261120393
2.0,5.0,0.0,0.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H Das,22.0,100.0,122.0,20.0,105.4967745108763,1.1564334603179955
886.0,837.0,83.0,31.0,36.0,105.8542413381123,24.61111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HH Gibbs,1083.9271206690562,100.0,1183.9271206690562,1890.9687762423985,1788.6697297053067,0.6619037047516395
156.0,134.0,13.0,8.0,17.0,116.4179104477612,9.176470588235293,213.0,333.0,4.0,18.0,35.5,9.380281690140846,83.25,HH Pandya,243.2089552238806,161.2394366197183,404.44839184359887,672.1520068463497,729.5614329163187,0.5543719467555647
157.0,122.0,20.0,4.0,6.0,128.68852459016392,26.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HM Amla,249.34426229508196,100.0,349.344262295082,579.245258104272,491.92967816209426,0.7101508158651298
47.0,38.0,2.0,3.0,12.0,123.6842105263158,3.9166666666666665,682.0,956.0,31.0,33.0,113.66666666666667,8.410557184750733,30.838709677419356,HV Patel,116.84210526315789,703.1788856304986,820.0209908936565,1306.4166655907477,1263.0190685774949,0.6492546401672499
783.0,574.0,76.0,40.0,75.0,136.41114982578398,10.44,2742.0,3184.0,119.0,123.0,457.0,6.967177242888402,26.756302521008404,Harbhajan Singh,1007.205574912892,2466.065645514223,3473.2712204271147,5059.974434315683,4879.989089108031,0.7117374971553394
18.0,12.0,3.0,0.0,4.0,150.0,4.5,574.0,747.0,27.0,28.0,95.66666666666667,7.808362369337979,27.666666666666668,Harmeet Singh,96.0,624.383275261324,720.383275261324,1131.7823944227412,1049.8695814431985,0.6861645369999694
20.0,26.0,0.0,0.0,3.0,76.92307692307693,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harpreet Singh,58.46153846153847,100.0,158.46153846153845,302.30916179220776,229.1310561173718,0.6915759964915753
7.0,4.0,1.0,0.0,1.0,175.0,7.0,6.0,23.0,0.0,1.0,1.0,23.0,23.0,I Malhotra,95.5,54.0,149.5,66.74922609543742,266.6329220102407,0.5606959518459543
37.0,46.0,2.0,1.0,14.0,80.43478260869566,2.642857142857143,1599.0,2101.0,58.0,70.0,266.5,7.8836772983114445,36.224137931034484,I Sharma,81.21739130434783,1244.232645403377,1325.4500367077248,2399.5425165395727,2297.867330546045,0.5768174772704378
0.0,2.0,0.0,0.0,1.0,0.0,0.0,469.0,609.0,18.0,24.0,78.16666666666667,7.791044776119403,33.833333333333336,IC Pandey,0.0,444.4179104477612,444.4179104477612,771.0979283192856,789.0028723069901,0.563265263088731
1148.0,982.0,88.0,38.0,81.0,116.90427698574337,14.17283950617284,2101.0,2685.0,80.0,100.0,350.1666666666667,7.667777248929081,33.5625,IK Pathan,1370.4521384928717,1684.664445502142,3055.1165839950136,4320.0153249230725,4306.746875705407,0.7093791839100395
43.0,60.0,3.0,0.0,5.0,71.66666666666667,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR Jaggi,81.83333333333334,100.0,181.83333333333334,417.50746650767417,410.71982893107065,0.4427186625164125
18.0,23.0,3.0,0.0,5.0,78.26086956521739,3.6,448.0,632.0,29.0,20.0,74.66666666666667,8.464285714285714,21.79310344827586,Imran Tahir,60.130434782608695,663.0714285714286,723.2018633540373,869.9041982094445,940.4497809057331,0.7689957274034691
83.0,79.0,9.0,1.0,12.0,105.0632911392405,6.916666666666667,909.0,1070.0,38.0,46.0,151.5,7.0627062706270625,28.157894736842106,Iqbal Abdulla,146.53164556962025,845.8745874587459,992.4062330283662,1662.146394601269,1609.7163677279639,0.6165099969935071
42.0,41.0,5.0,0.0,5.0,102.4390243902439,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ishan Kishan,98.21951219512195,100.0,198.21951219512195,552.7773513107463,497.9409158878791,0.3980783781177662
23.0,24.0,5.0,0.0,3.0,95.83333333333334,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J Arunkumar,75.91666666666667,100.0,175.91666666666669,82.9303038624837,145.51356416440436,1.2089365529382006
409.0,364.0,39.0,5.0,28.0,112.36263736263736,14.607142857142858,709.0,818.0,25.0,34.0,118.16666666666667,6.922425952045134,32.72,J Botha,514.1813186813187,586.1551480959097,1100.3364667772285,1862.9106422389666,1835.7999586471751,0.5993771062006563
48.0,33.0,4.0,2.0,5.0,145.45454545454547,9.6,253.0,369.0,10.0,13.0,42.166666666666664,8.75098814229249,36.9,J Suchith,128.72727272727275,282.498023715415,411.22529644268775,707.8482146865396,697.9218799283858,0.5892139339217791
29.0,27.0,4.0,0.0,5.0,107.40740740740742,5.8,196.0,286.0,8.0,11.0,32.666666666666664,8.755102040816327,35.75,J Syed Mohammad,86.70370370370371,242.48979591836735,329.19349962207104,675.0387332017236,658.8862767300269,0.4996211201359644
10.0,13.0,1.0,0.0,4.0,76.92307692307693,2.5,235.0,311.0,11.0,10.0,39.166666666666664,7.940425531914894,28.272727272727273,J Theron,49.46153846153847,304.1191489361702,353.58068739770863,948.5774700648315,872.3297213587992,0.4053291762740213
6.0,12.0,0.0,0.0,2.0,50.0,3.0,146.0,154.0,4.0,8.0,24.333333333333332,6.328767123287672,38.5,J Yadav,31.0,167.34246575342468,198.34246575342468,243.41032989291966,258.13224987361815,0.7683753806451281
975.0,712.0,61.0,55.0,67.0,136.93820224719101,14.552238805970148,1807.0,2409.0,85.0,87.0,301.1666666666667,7.998893193137797,28.341176470588234,JA Morkel,1214.4691011235955,1784.0022136137245,2998.47131473732,4331.522617724563,4220.567524560397,0.7104426827170909
255.0,189.0,23.0,11.0,14.0,134.92063492063494,18.214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JC Buttler,367.46031746031747,100.0,467.46031746031747,505.06962092239826,612.9492970881616,0.7626410857814913
604.0,466.0,69.0,19.0,29.0,129.6137339055794,20.82758620689655,241.0,314.0,8.0,16.0,40.166666666666664,7.817427385892117,39.25,JD Ryder,775.8068669527897,244.36514522821577,1020.1720121810055,1350.3875119647432,1403.469593714693,0.7268928495136269
3.0,8.0,0.0,0.0,4.0,37.5,0.75,716.0,998.0,32.0,34.0,119.33333333333333,8.363128491620111,31.1875,JD Unadkat,21.75,723.2737430167598,745.0237430167598,1100.536167760357,1171.7186455913052,0.6358384291484798
106.0,110.0,6.0,5.0,11.0,96.36363636363636,9.636363636363637,244.0,362.0,9.0,14.0,40.666666666666664,8.901639344262296,40.22222222222222,JDP Oram,170.1818181818182,262.1967213114754,432.3785394932936,723.7852704177216,803.5003980926351,0.5381186375509983
42.0,46.0,3.0,1.0,3.0,91.30434782608695,14.0,57.0,96.0,1.0,4.0,9.5,10.105263157894736,96.0,JDS Neesham,92.65217391304347,99.78947368421052,192.441647597254,349.6674808730813,391.822244514466,0.4911452840961639
3.0,4.0,0.0,0.0,2.0,75.0,1.5,122.0,167.0,6.0,5.0,20.333333333333332,8.213114754098362,27.833333333333332,JE Taylor,40.5,203.57377049180326,244.07377049180326,548.4886822894144,420.2222428019636,0.5808206839894168
327.0,309.0,25.0,9.0,16.0,105.8252427184466,20.4375,155.0,225.0,9.0,15.0,25.833333333333332,8.70967741935484,25.0,JEC Franklin,422.9126213592233,262.5806451612903,685.4932665205135,1031.1065673358676,939.2354907070653,0.7298417418239463
2427.0,2291.0,255.0,44.0,95.0,105.93627237014405,25.54736842105263,1799.0,2348.0,65.0,89.0,299.8333333333333,7.8310172317954425,36.12307692307692,JH Kallis,2822.968136185072,1384.3379655364092,4207.306101721481,6631.435512356847,5897.138542251474,0.7134487466382585
9.0,15.0,1.0,0.0,4.0,60.0,2.25,711.0,978.0,26.0,31.0,118.5,8.253164556962025,37.61538461538461,JJ Bumrah,40.0,603.493670886076,643.493670886076,906.8887553529995,984.078052383928,0.6539051138547529
18.0,17.0,1.0,1.0,3.0,105.88235294117648,6.0,76.0,134.0,3.0,3.0,12.666666666666666,10.578947368421053,44.666666666666664,JJ van der Wath,73.94117647058823,138.8421052631579,212.78328173374612,918.9200033521493,718.6438170814016,0.29609004721965615
26.0,25.0,1.0,1.0,2.0,104.0,13.0,47.0,58.0,3.0,5.0,7.833333333333333,7.404255319148937,19.333333333333332,JM Kemp,81.0,145.1914893617021,226.1914893617021,477.2348729680298,304.26044088468603,0.7434140590344709
38.0,32.0,4.0,2.0,5.0,118.75,7.6,228.0,313.0,5.0,11.0,38.0,8.236842105263158,62.6,JO Holder,105.375,183.5263157894737,288.9013157894737,244.36518778729345,368.9459274815044,0.7830451409548533
1993.0,1634.0,123.0,78.0,73.0,121.97062423500613,27.301369863013697,683.0,811.0,23.0,47.0,113.83333333333333,7.124450951683748,35.26086956521739,JP Duminy,2332.985312117503,545.7510980966325,2878.7364102141355,4081.993377970807,4175.697336903885,0.6894025543404458
473.0,346.0,32.0,23.0,39.0,136.7052023121387,12.128205128205128,1123.0,1570.0,53.0,52.0,187.16666666666666,8.388245770258237,29.62264150943396,JP Faulkner,619.3526011560693,1143.2235084594836,1762.576109615553,2750.2400697142466,2487.424494678072,0.7085948190132579
